id_lot;nb_piece;typologie;prix_tva_reduite;prix_tva_normale;prix_HT;prix_m2_HT;prix_m2_TTC;surface;etage;orientation;exterieur;balcony;garden;parking;nom_programme;ville;departement;date_fin_programme;adresse_entiere;promoteur;date_extraction
73_1_LACLOSERIEParcdelaGloriette_Bouygues;3;Appartement;;294000;245000;3350.2;4020.24;73.13;1;O;TRUE;FALSE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
69_1_LACLOSERIEParcdelaGloriette_Bouygues;3;Appartement;;294000;245000;3529.75;4235.7;69.41;1;E;TRUE;FALSE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
73_2_LACLOSERIEParcdelaGloriette_Bouygues;3;Appartement;;300000;250000;3415.77;4098.92;73.19;2;O;TRUE;FALSE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
81_1_LACLOSERIEParcdelaGloriette_Bouygues;4;Appartement;;329000;274166.67;3362.77;4035.32;81.53;1;E;TRUE;FALSE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
82_1_LACLOSERIEParcdelaGloriette_Bouygues;4;Appartement;;329000;274166.67;3304.81;3965.77;82.96;1;E;TRUE;FALSE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
81_2_LACLOSERIEParcdelaGloriette_Bouygues;4;Appartement;;335000;279166.67;3431.67;4118.01;81.35;2;E;TRUE;FALSE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
88_2_LACLOSERIEParcdelaGloriette_Bouygues;4;Appartement;;359000;299166.67;3375.84;4051;88.62;2;E;FALSE;TRUE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
99_2_LACLOSERIEParcdelaGloriette_Bouygues;5;Appartement;;389000;324166.67;3268.47;3922.16;99.18;2;E;FALSE;TRUE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
110_1_LACLOSERIEParcdelaGloriette_Bouygues;4;Appartement;;429000;357500;3229.45;3875.34;110.7;1;E;FALSE;TRUE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
110_2_LACLOSERIEParcdelaGloriette_Bouygues;4;Appartement;;435000;362500;3274.62;3929.54;110.7;2;E;FALSE;TRUE;FALSE;1;LA CLOSERIE Parc de la Gloriette;Jou̩-l̬s-Tours;37;mai 2024;AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
60_2_LESALLEESD'OLYMPE_Bouygues;3;Appartement;;197000;164166.67;2694.79;3233.75;60.92;2;SE;FALSE;TRUE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
85_LESALLEESD'OLYMPE_Bouygues;4;Maison;;229000;190833.33;2239.83;2687.79;85.2;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
83_LESALLEESD'OLYMPE_Bouygues;4;Maison;;234000;195000;2327.52;2793.03;83.78;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
82_LESALLEESD'OLYMPE_Bouygues;4;Maison;;237000;197500;2386.42;2863.7;82.76;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
83__1_LESALLEESD'OLYMPE_Bouygues;4;Maison;;237000;197500;2362.16;2834.59;83.61;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
85__1_LESALLEESD'OLYMPE_Bouygues;4;Maison;;239000;199166.67;2332.98;2799.58;85.37;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
83__2_LESALLEESD'OLYMPE_Bouygues;4;Maison;;242000;201666.67;2411.7;2894.04;83.62;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
82__1_LESALLEESD'OLYMPE_Bouygues;4;Maison;;244000;203333.33;2456.9;2948.28;82.76;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
85__2_LESALLEESD'OLYMPE_Bouygues;4;Maison;;247000;205833.33;2415.32;2898.38;85.22;;Traversant;TRUE;FALSE;FALSE;1;LES ALLEES D'OLYMPE;Montlouis-sur-Loire;37;mai 2023;Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire;Bouygues;08/11/2021
22_MYCAMPUSTours_Bouygues;1;Appartement;;109000;90833.33;3957.88;4749.46;22.95;0;N;FALSE;FALSE;FALSE;1;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
22__1_MYCAMPUSTours_Bouygues;1;Appartement;;114000;95000;4143.04;4971.65;22.93;0;S;FALSE;FALSE;FALSE;0;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
22_1_MYCAMPUSTours_Bouygues;1;Appartement;;116000;96666.67;4215.73;5058.87;22.93;1;N;FALSE;FALSE;FALSE;1;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
23_1_MYCAMPUSTours_Bouygues;1;Appartement;;117000;97500;4166.67;5000;23.4;1;N;FALSE;FALSE;FALSE;1;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
22_1__1_MYCAMPUSTours_Bouygues;1;Appartement;;117000;97500;4252.07;5102.49;22.93;1;S;FALSE;FALSE;FALSE;0;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
23_1__1_MYCAMPUSTours_Bouygues;1;Appartement;;119000;99166.67;4248.79;5098.54;23.34;1;S;FALSE;FALSE;FALSE;0;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
40_1_MYCAMPUSTours_Bouygues;2;Appartement;;165000;137500;3413.6;4096.33;40.28;1;N;FALSE;FALSE;FALSE;1;MY CAMPUS Tours;Tours;37;novembre 2023;26 AVENUE GUSTAVE EIFFEL 37100 Tours;Bouygues;08/11/2021
64_2_PARCCHANTELOUZE_Bouygues;3;Appartement;;256500;213750;3302.18;3962.61;64.73;2;E;FALSE;FALSE;FALSE;1;PARC CHANTELOUZE;Fondettes;37;novembre 2023;15 RUE CHANOINE NOEL CARLOTTI 37230 Fondettes;Bouygues;08/11/2021
123_1_PARCCHANTELOUZE_Bouygues;5;Appartement;;469000;390833.33;3176.47;3811.77;123.04;1;E / O;FALSE;FALSE;FALSE;1;PARC CHANTELOUZE;Fondettes;37;novembre 2023;15 RUE CHANOINE NOEL CARLOTTI 37230 Fondettes;Bouygues;08/11/2021
122_2_PARCCHANTELOUZE_Bouygues;4;Appartement;;609000;507500;4157.79;4989.35;122.06;2;O / N;FALSE;FALSE;FALSE;1;PARC CHANTELOUZE;Fondettes;37;novembre 2023;15 RUE CHANOINE NOEL CARLOTTI 37230 Fondettes;Bouygues;08/11/2021
120_2_PARCCHANTELOUZE_Bouygues;5;Appartement;;609000;507500;4219.32;5063.19;120.28;2;O;FALSE;FALSE;FALSE;1;PARC CHANTELOUZE;Fondettes;37;novembre 2023;15 RUE CHANOINE NOEL CARLOTTI 37230 Fondettes;Bouygues;08/11/2021
142_2_PARCCHANTELOUZE_Bouygues;5;Appartement;;659000;549166.67;3865.74;4638.88;142.06;2;O / NE;FALSE;FALSE;FALSE;1;PARC CHANTELOUZE;Fondettes;37;novembre 2023;15 RUE CHANOINE NOEL CARLOTTI 37230 Fondettes;Bouygues;08/11/2021
61_2_Evidence_Bouygues;3;Appartement;190779;216999.8104;180833.18;2933.7;3520.44;61.64;2;NO;FALSE;FALSE;FALSE;1;Evidence;Jou̩-l̬s-Tours;37;fevrier 2022;82 Boulevard Jean Jaures 37300 Jou̩-l̬s-Tours;Bouygues;08/11/2021
39_LESMOULINSBECKER2_Bouygues;2;Appartement;;191000;159166.67;4060.37;4872.45;39.2;0;O;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
39__1_LESMOULINSBECKER2_Bouygues;2;Appartement;;196000;163333.33;4124.58;4949.49;39.6;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
39__2_LESMOULINSBECKER2_Bouygues;2;Appartement;;201000;167500;4208.54;5050.25;39.8;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
39__3_LESMOULINSBECKER2_Bouygues;2;Appartement;;205000;170833.33;4324.89;5189.87;39.5;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
40_LESMOULINSBECKER2_Bouygues;2;Appartement;;211000;175833.33;4395.83;5275;40;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
43_LESMOULINSBECKER2_Bouygues;2;Appartement;;212000;176666.67;4089.51;4907.41;43.2;0;NE;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
46_LESMOULINSBECKER2_Bouygues;2;Appartement;;216000;180000;3862.66;4635.19;46.6;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
60_LESMOULINSBECKER2_Bouygues;3;Appartement;;262000;218333.33;3585.11;4302.13;60.9;0;SE;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
60__1_LESMOULINSBECKER2_Bouygues;3;Appartement;;262000;218333.33;3585.11;4302.13;60.9;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
69_1_LESMOULINSBECKER2_Bouygues;3;Appartement;;267000;222500;3219.97;3863.97;69.1;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
66_LESMOULINSBECKER2_Bouygues;3;Appartement;;275000;229166.67;3425.51;4110.61;66.9;0;SO;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
67_1_LESMOULINSBECKER2_Bouygues;3;Appartement;;276000;230000;3427.72;4113.26;67.1;1;S;TRUE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
72_1_LESMOULINSBECKER2_Bouygues;3;Appartement;;276000;230000;3190.01;3828.02;72.1;1;S;TRUE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
64_LESMOULINSBECKER2_Bouygues;3;Appartement;;284000;236666.67;3652.26;4382.72;64.8;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
67_LESMOULINSBECKER2_Bouygues;3;Appartement;;290000;241666.67;3569.67;4283.6;67.7;0;S;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
73_1_LESMOULINSBECKER2_Bouygues;4;Appartement;;297000;247500;3390.41;4068.49;73;1;NO;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
77_LESMOULINSBECKER2_Bouygues;4;Appartement;;309000;257500;3318.3;3981.96;77.6;0;SO;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
75_1_LESMOULINSBECKER2_Bouygues;4;Appartement;;311000;259166.67;3428.13;4113.76;75.6;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
77_1_LESMOULINSBECKER2_Bouygues;4;Appartement;;316000;263333.33;3393.47;4072.16;77.6;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
80_1_LESMOULINSBECKER2_Bouygues;4;Appartement;;322000;268333.33;3333.33;4000;80.5;1;NE;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
86_1_LESMOULINSBECKER2_Bouygues;4;Appartement;;326000;271666.67;3155.25;3786.3;86.1;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
86_1__1_LESMOULINSBECKER2_Bouygues;4;Appartement;;335000;279166.67;3234.84;3881.81;86.3;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
87_1_LESMOULINSBECKER2_Bouygues;4;Appartement;;337000;280833.33;3209.52;3851.43;87.5;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
87_1__1_LESMOULINSBECKER2_Bouygues;4;Appartement;;345000;287500;3289.47;3947.37;87.4;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
87_1__2_LESMOULINSBECKER2_Bouygues;4;Appartement;;361000;300833.33;3438.1;4125.71;87.5;1;O;TRUE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
99_1_LESMOULINSBECKER2_Bouygues;5;Appartement;;382000;318333.33;3205.77;3846.93;99.3;1;S;FALSE;TRUE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
100_LESMOULINSBECKER2_Bouygues;5;Appartement;;393000;327500;3265.2;3918.25;100.3;0;O;FALSE;FALSE;FALSE;1;LES MOULINS BECKER 2;Strasbourg;67;mai 2024;180 RUE DE LA GANZAU 67100 Strasbourg;Bouygues;08/11/2021
40_1_L'Inattendu2_Bouygues;2;Appartement;;180500;150416.67;3751.04;4501.25;40.1;1;N;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
41_3_L'Inattendu2_Bouygues;2;Appartement;;192500;160416.67;3898.34;4678.01;41.15;3;N;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
45_2_L'Inattendu2_Bouygues;2;Appartement;;198500;165416.67;3673.48;4408.17;45.03;2;N;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
45_3_L'Inattendu2_Bouygues;2;Appartement;;199500;166250;3691.98;4430.38;45.03;3;N;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
48_1_L'Inattendu2_Bouygues;2;Appartement;;209500;174583.33;3584.14;4300.96;48.71;1;SE;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
48_2_L'Inattendu2_Bouygues;2;Appartement;;210500;175416.67;3600.51;4320.61;48.72;2;SE;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
50_2_L'Inattendu2_Bouygues;2;Appartement;;210500;175416.67;3502.03;4202.44;50.09;2;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
43_L'Inattendu2_Bouygues;2;Maison;;210500;175416.67;4043.72;4852.47;43.38;;S;TRUE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
48_3_L'Inattendu2_Bouygues;2;Appartement;;211500;176250;3617.61;4341.13;48.72;3;SE;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
48_4_L'Inattendu2_Bouygues;2;Appartement;;215500;179583.33;3685.27;4422.33;48.73;4;SE;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
61_3_L'Inattendu2_Bouygues;3;Appartement;;240500;200416.67;3267.84;3921.41;61.33;3;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
62_1_L'Inattendu2_Bouygues;3;Appartement;;242500;202083.33;3238;3885.6;62.41;1;SE;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
61_1_L'Inattendu2_Bouygues;3;Appartement;;243500;202916.67;3289.3;3947.16;61.69;1;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
61_2_L'Inattendu2_Bouygues;3;Appartement;;243500;202916.67;3308.6;3970.32;61.33;2;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
62_3_L'Inattendu2_Bouygues;3;Appartement;;247500;206250;3305.29;3966.35;62.4;3;SE;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_1_L'Inattendu2_Bouygues;3;Appartement;;;;;;65.2;1;NO;TRUE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
64_1_L'Inattendu2_Bouygues;3;Appartement;;248500;207083.33;3235.17;3882.21;64.01;1;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_2_L'Inattendu2_Bouygues;3;Appartement;;249500;207916.67;3189.4;3827.27;65.19;2;NO;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_3_L'Inattendu2_Bouygues;3;Appartement;;249500;207916.67;3189.4;3827.27;65.19;3;NO;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
60_L'Inattendu2_Bouygues;3;Maison;;252500;210416.67;3502.86;4203.43;60.07;;S;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
64_3_L'Inattendu2_Bouygues;3;Appartement;;252500;210416.67;3287.25;3944.7;64.01;3;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_1__1_L'Inattendu2_Bouygues;3;Appartement;;254500;212083.33;3262.82;3915.38;65;1;NO;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
64_2_L'Inattendu2_Bouygues;3;Appartement;;255500;212916.67;3326.3;3991.56;64.01;2;S;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
61_4_L'Inattendu2_Bouygues;3;Appartement;;255500;212916.67;3471.66;4165.99;61.33;4;S;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
61_4__1_L'Inattendu2_Bouygues;3;Appartement;;255500;212916.67;3484.15;4180.99;61.11;4;N;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_2__1_L'Inattendu2_Bouygues;3;Appartement;;256500;213750;3288.46;3946.15;65;2;NO;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
64_L'Inattendu2_Bouygues;3;Maison;;258500;215416.67;3351.75;4022.09;64.27;;S;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_3__1_L'Inattendu2_Bouygues;3;Appartement;;258500;215416.67;3314.1;3976.92;65;3;NO;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
62_4_L'Inattendu2_Bouygues;3;Appartement;;260500;217083.33;3478.9;4174.68;62.4;4;SE;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_4_L'Inattendu2_Bouygues;3;Appartement;;260500;217083.33;3339.74;4007.69;65;4;NO;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_4__1_L'Inattendu2_Bouygues;3;Appartement;;262500;218750;3355.58;4026.69;65.19;4;NO;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
64_4_L'Inattendu2_Bouygues;3;Appartement;;263500;219583.33;3430.45;4116.54;64.01;4;S;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_1__2_L'Inattendu2_Bouygues;3;Appartement;;267500;222916.67;3383.16;4059.8;65.89;1;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
65_3__2_L'Inattendu2_Bouygues;3;Appartement;;270500;225416.67;3421.11;4105.33;65.89;3;S;FALSE;TRUE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
77_1_L'Inattendu2_Bouygues;4;Appartement;;299500;249583.33;3220.85;3865.01;77.49;1;SO;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
77_2_L'Inattendu2_Bouygues;4;Appartement;;302500;252083.33;3253.11;3903.73;77.49;2;SO;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
77_3_L'Inattendu2_Bouygues;4;Appartement;;305500;254583.33;3285.37;3942.44;77.49;3;SO;FALSE;FALSE;FALSE;1;L'Inattendu 2;Strasbourg;67;mai 2024;117 A ROUTE DES ROMAINS 67200 Strasbourg;Bouygues;08/11/2021
