id_lot;nb_piece;typologie;prix_tva_reduite;prix_tva_normale;prix_HT;prix_m2_HT;prix_m2_TTC;surface;etage;orientation;exterieur;balcony;garden;parking;nom_programme;ville;departement;date_fin_programme;adresse_entiere;promoteur;date_extraction
42_GreenAlley_Bouygues;2;Appartement;;243000;202500;4801.99;5762.39;42.17;0;SO;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
46_1_GreenAlley_Bouygues;2;Appartement;;259000;215833.33;4611.82;5534.19;46.8;1;N;TRUE;FALSE;FALSE;0;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
52_GreenAlley_Bouygues;3;Appartement;;265000;220833.33;4214.38;5057.25;52.4;0;NO;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
48_1_GreenAlley_Bouygues;2;Appartement;;278000;231666.67;4786.5;5743.8;48.4;1;NO;FALSE;FALSE;FALSE;0;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
57_GreenAlley_Bouygues;3;Appartement;;285000;237500;4144.13;4972.95;57.31;0;SE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
55_2_GreenAlley_Bouygues;3;Appartement;;286000;238333.33;4299.72;5159.66;55.43;2;E;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
58_GreenAlley_Bouygues;3;Appartement;;289000;240833.33;4101.39;4921.66;58.72;0;NE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
65_GreenAlley_Bouygues;3;Appartement;;292000;243333.33;3726.39;4471.67;65.3;0;SO;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
57_1_GreenAlley_Bouygues;3;Appartement;;292000;243333.33;4245.17;5094.21;57.32;1;SE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
55_GreenAlley_Bouygues;3;Appartement;;293000;244166.67;4407.34;5288.81;55.4;0;E;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
57_1__1_GreenAlley_Bouygues;3;Appartement;;294000;245000;4232.16;5078.6;57.89;1;NE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
58__1_GreenAlley_Bouygues;3;Appartement;;297000;247500;4214.92;5057.9;58.72;0;SO;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
58_1_GreenAlley_Bouygues;3;Appartement;;297000;247500;4214.92;5057.9;58.72;1;NE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
57_2_GreenAlley_Bouygues;3;Appartement;;301000;250833.33;4332.93;5199.52;57.89;2;NE;FALSE;TRUE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
58_2_GreenAlley_Bouygues;3;Appartement;;304000;253333.33;4314.26;5177.11;58.72;2;NE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
61_GreenAlley_Bouygues;3;Appartement;;319000;265833.33;4343.68;5212.42;61.2;0;SE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
61_1_GreenAlley_Bouygues;3;Appartement;;319000;265833.33;4343.68;5212.42;61.2;1;SE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
61_1__1_GreenAlley_Bouygues;3;Appartement;;319000;265833.33;4350.79;5220.95;61.1;1;SE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
71_1_GreenAlley_Bouygues;4;Appartement;;332000;276666.67;3857.06;4628.47;71.73;1;O;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
69_2_GreenAlley_Bouygues;3;Appartement;;334000;278333.33;3985.3;4782.36;69.84;2;SE;FALSE;TRUE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
74_1_GreenAlley_Bouygues;4;Appartement;;335000;279166.67;3752.24;4502.69;74.4;1;SO;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
67_1_GreenAlley_Bouygues;3;Appartement;;336000;280000;4158.62;4990.35;67.33;1;SO;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
70_GreenAlley_Bouygues;4;Appartement;;342000;285000;4056.94;4868.33;70.25;0;SE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
70_1_GreenAlley_Bouygues;4;Appartement;;351000;292500;4163.7;4996.44;70.25;1;SE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
78_GreenAlley_Bouygues;4;Appartement;;355000;295833.33;3749.47;4499.37;78.9;0;S;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
78_1_GreenAlley_Bouygues;4;Appartement;;365000;304166.67;3855.09;4626.11;78.9;1;S;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
72_2_GreenAlley_Bouygues;4;Appartement;;368000;306666.67;4255.71;5106.86;72.06;2;NE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
72_1_GreenAlley_Bouygues;4;Appartement;;371000;309166.67;4246.79;5096.15;72.8;1;SE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
78_2_GreenAlley_Bouygues;4;Appartement;;383000;319166.67;4047.77;4857.32;78.85;2;S;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
75_GreenAlley_Bouygues;4;Appartement;;391000;325833.33;4311.11;5173.33;75.58;0;O;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
72_GreenAlley_Bouygues;4;Appartement;;397000;330833.33;4544.41;5453.3;72.8;0;SE;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
75__1_GreenAlley_Bouygues;4;Appartement;;409000;340833.33;4500.64;5400.77;75.73;0;N;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
79_2_GreenAlley_Bouygues;4;Appartement;;422000;351666.67;4401.89;5282.26;79.89;2;SO;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
87_2_GreenAlley_Bouygues;4;Appartement;;425000;354166.67;4042.08;4850.49;87.62;2;SE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
89_2_GreenAlley_Bouygues;4;Appartement;;450000;375000;4185.74;5022.88;89.59;2;NO;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
92_GreenAlley_Bouygues;5;Appartement;;463000;385833.33;4157.24;4988.69;92.81;0;SO;FALSE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
100_1_GreenAlley_Bouygues;5;Appartement;;481000;400833.33;3999.14;4798.96;100.23;1;SE;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
96_3_GreenAlley_Bouygues;5;Appartement;;495000;412500;4284.38;5141.25;96.28;3;NO;TRUE;FALSE;FALSE;1;Green Alley;Magny-le-Hongre;77;fevrier 2024;RUE DES VIOLETTES 77700 Magny-le-Hongre;Bouygues;08/11/2021
42_3_AMARANTHE_Bouygues;2;Appartement;168800;192000;160000;3741.81;4490.18;42.76;3;O;FALSE;FALSE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
42_4_AMARANTHE_Bouygues;2;Appartement;168800;192000;160000;3752.35;4502.81;42.64;4;O;FALSE;FALSE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
40_3_AMARANTHE_Bouygues;2;Appartement;175833;199999.6209;166666.35;4124.38;4949.26;40.41;3;E;FALSE;TRUE;FALSE;0;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
35_4_AMARANTHE_Bouygues;1;Appartement;;178000;148333.33;4167.84;5001.4;35.59;4;O;FALSE;FALSE;FALSE;0;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
42_None_AMARANTHE_Bouygues;2;Maison;179350;204000;170000;3961.78;4754.14;42.91;;S;FALSE;FALSE;TRUE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
35_3_AMARANTHE_Bouygues;1;Appartement;;181000;150833.33;4238.08;5085.7;35.59;3;O;FALSE;TRUE;FALSE;0;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
66_2_AMARANTHE_Bouygues;3;Appartement;202208;229999.6209;191666.35;2890.46;3468.55;66.31;2;SO;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
55_None_AMARANTHE_Bouygues;2;Maison;203088;231000.5687;192500.47;3488.59;4186.31;55.18;;E;FALSE;FALSE;TRUE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
68_4_AMARANTHE_Bouygues;3;Appartement;208363;237000.5687;197500.47;2880.7;3456.83;68.56;4;NO;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
60_None_AMARANTHE_Bouygues;3;Maison;209242;238000.3791;198333.65;3266.36;3919.64;60.72;;NE;FALSE;FALSE;TRUE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
67_3_AMARANTHE_Bouygues;3;Appartement;211000;240000;200000;2974.42;3569.3;67.24;3;SE;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
67_4_AMARANTHE_Bouygues;3;Appartement;215396;245000.1896;204166.82;3038.2;3645.84;67.2;4;SE;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
67_4__1_AMARANTHE_Bouygues;3;Appartement;216275;246000;205000;3047.42;3656.91;67.27;4;SO;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
68_4__1_AMARANTHE_Bouygues;3;Appartement;218033;247999.6209;206666.35;3027.19;3632.63;68.27;4;Traversant;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
78_2_AMARANTHE_Bouygues;4;Appartement;232979;264999.8104;220833.18;2808.51;3370.21;78.63;2;Traversant;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
80_2_AMARANTHE_Bouygues;4;Appartement;237375;270000;225000;2800.95;3361.14;80.33;2;NE;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
78_3_AMARANTHE_Bouygues;4;Appartement;238254;270999.8104;225833.18;2879.06;3454.87;78.44;3;Traversant;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
69_1_AMARANTHE_Bouygues;3;Appartement;238254;270999.8104;225833.18;3237.75;3885.3;69.75;1;Traversant;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
80_3_AMARANTHE_Bouygues;4;Appartement;241771;275000.1896;229166.82;2854.24;3425.09;80.29;3;NE;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
78_4_AMARANTHE_Bouygues;4;Appartement;242650;276000;230000;2944.19;3533.03;78.12;4;Traversant;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
77_None_AMARANTHE_Bouygues;4;Maison;244408;277999.6209;231666.35;2975.8;3570.96;77.85;;Traversant;FALSE;FALSE;TRUE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
78_None_AMARANTHE_Bouygues;4;Maison;245288;279000.5687;232500.47;2972.39;3566.87;78.22;;Traversant;FALSE;FALSE;TRUE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
80_4_AMARANTHE_Bouygues;4;Appartement;248804;282999.8104;235833.18;2935.8;3522.97;80.33;4;NE;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
95_1_AMARANTHE_Bouygues;5;Appartement;305071;347000.1896;289166.82;3016.55;3619.86;95.86;1;Traversant;FALSE;TRUE;FALSE;1;AMARANTHE;Ã‰vry-Courcouronnes;91;mai 2024;1 BOULEVARD DE L EUROPE 91000 Ã‰vry-Courcouronnes;Bouygues;08/11/2021
31_2_Rsidencedel'Orangerie_Bouygues;1;Appartement;;170000;141666.67;4453.53;5344.23;31.81;2;SE;FALSE;FALSE;FALSE;0;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
26_3_Rsidencedel'Orangerie_Bouygues;1;Appartement;;177000;147500;5528.49;6634.18;26.68;3;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
29_4_Rsidencedel'Orangerie_Bouygues;1;Appartement;;178000;148333.33;5072.96;6087.55;29.24;4;SO;FALSE;FALSE;FALSE;0;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
31_2__1_Rsidencedel'Orangerie_Bouygues;1;Appartement;;191000;159166.67;5091.7;6110.04;31.26;2;NE;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
31_2__2_Rsidencedel'Orangerie_Bouygues;1;Appartement;;193000;160833.33;5176.48;6211.78;31.07;2;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
27_6_Rsidencedel'Orangerie_Bouygues;1;Appartement;;219000;182500;6617.11;7940.54;27.58;6;E;TRUE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
43_1_Rsidencedel'Orangerie_Bouygues;2;Appartement;;229000;190833.33;4365.9;5239.08;43.71;1;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
41_2_Rsidencedel'Orangerie_Bouygues;2;Appartement;;249000;207500;4964.11;5956.94;41.8;2;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
43_2_Rsidencedel'Orangerie_Bouygues;2;Appartement;;254000;211666.67;4842.52;5811.03;43.71;2;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
35_4_Rsidencedel'Orangerie_Bouygues;2;Appartement;;254000;211666.67;5975.91;7171.09;35.42;4;NE;TRUE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
42_2_Rsidencedel'Orangerie_Bouygues;2;Appartement;;260000;216666.67;5146.48;6175.77;42.1;2;SO;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
38_6_Rsidencedel'Orangerie_Bouygues;2;Appartement;;269000;224166.67;5821;6985.2;38.51;6;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
43_3_Rsidencedel'Orangerie_Bouygues;2;Appartement;;270000;225000;5144.03;6172.84;43.74;3;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
40_6_Rsidencedel'Orangerie_Bouygues;2;Appartement;;300000;250000;6235.97;7483.16;40.09;6;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
57_4_Rsidencedel'Orangerie_Bouygues;2;Appartement;;313000;260833.33;4571.21;5485.45;57.06;4;NE;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
63_2_Rsidencedel'Orangerie_Bouygues;2;Appartement;;328000;273333.33;4316.7;5180.04;63.32;2;NE;FALSE;FALSE;FALSE;0;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
61_2_Rsidencedel'Orangerie_Bouygues;3;Appartement;;344000;286666.67;4633.37;5560.05;61.87;2;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
64_Rsidencedel'Orangerie_Bouygues;3;Maison;;345000;287500;4479.59;5375.51;64.18;;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
63_1_Rsidencedel'Orangerie_Bouygues;3;Appartement;;349000;290833.33;4569.26;5483.11;63.65;1;NE;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
64_2_Rsidencedel'Orangerie_Bouygues;3;Appartement;;353000;294166.67;4583.46;5500.16;64.18;2;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
66_2_Rsidencedel'Orangerie_Bouygues;3;Appartement;;355000;295833.33;4477.57;5373.09;66.07;2;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
66_2__1_Rsidencedel'Orangerie_Bouygues;3;Appartement;;357000;297500;4500.08;5400.09;66.11;2;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
55_4_Rsidencedel'Orangerie_Bouygues;3;Appartement;;360000;300000;5417.12;6500.54;55.38;4;NE;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
65_Rsidencedel'Orangerie_Bouygues;3;Maison;;366000;305000;4623.31;5547.98;65.97;;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
64__1_Rsidencedel'Orangerie_Bouygues;3;Maison;;375000;312500;4876.72;5852.06;64.08;;S;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
61_4_Rsidencedel'Orangerie_Bouygues;3;Appartement;;379000;315833.33;5099.02;6118.82;61.94;4;SO;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
59_4_Rsidencedel'Orangerie_Bouygues;3;Appartement;;380000;316666.67;5301.64;6361.96;59.73;4;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
66_4_Rsidencedel'Orangerie_Bouygues;3;Appartement;;384000;320000;4778.26;5733.91;66.97;4;E;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
62_5_Rsidencedel'Orangerie_Bouygues;3;Appartement;;388000;323333.33;5215.05;6258.06;62;5;SO;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
70_Rsidencedel'Orangerie_Bouygues;3;Maison;;396000;330000;4712.27;5654.72;70.03;;O;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
81_1_Rsidencedel'Orangerie_Bouygues;4;Appartement;;429000;357500;4397.29;5276.75;81.3;1;NE;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
79_2_Rsidencedel'Orangerie_Bouygues;4;Appartement;;439500;366250;4595.36;5514.43;79.7;2;NO;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
87_Rsidencedel'Orangerie_Bouygues;4;Maison;;444500;370416.67;4215.99;5059.19;87.86;;SO;FALSE;FALSE;FALSE;1;Rsidence de l'Orangerie;Sucy-en-Brie;94;aout 2024;14 RUE MAURICE BERTEAUX 94370 Sucy-en-Brie;Bouygues;08/11/2021
